,Description,Processor,RAM,Operating System,Storage,Display,Warranty,Price,RAM_GB,DDR_Version,Processor Name,Processor Type,Generation,Operating System Type,Storage_GB,Disk Drive,Size(Inches),Company,Graphic Card,Touchscreen,SSD,HDD
136,MSI GS Core i7 8th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 1060) GS65...,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,2 Years Carry In Warranty,149990.0,16,4,Intel,i7,8,Windows,512,SSD,15.6,MSI,Yes,No,512 ,0
137,Lenovo Ideapad 3 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14IIL05 Thin and Light Laptop,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,32990.0,4,4,Intel,i3,10,Windows,512,SSD,14.0,Lenovo,No,No,512 ,0
138,HP Pavilion x360 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14-dh0150TU 2 in 1 Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,61990.0,8,4,Intel,i5,8,Windows,1000,HDD,14.0,HP,No,Yes,1 TB HDD,0
139,Alienware 15 Core i9 8th Gen - (32 GB/1 TB HDD/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce G...,Intel Core i9 Processor (8th Gen),32 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,297990.0,32,4,Intel,i9,8,Windows,1000,HDD,15.6,Alienware,Yes,No,1 TB HDD,0
140,Lenovo Ideapad 720S Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 720S-13IKB Thin and Light Lapt...,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|1 TB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,95695.0,8,4,Intel,i7,8,Windows,1000,Both,13.3,Lenovo,No,No,1 ,1000
141,Lenovo Legion Y530 Core i5 8th Gen - (8 GB/1 TB HDD/128 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,98890.0,8,4,Intel,i5,8,Windows,512,SSD,15.6,Lenovo,Yes,No,512 ,0
142,Alienware 17 Core i7 8th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce...,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|128 GB SSD,43.94 cm (17.3 inch) Display,1 Year Onsite Warranty,189990.0,16,4,Intel,i7,8,Windows,1000+128,Both,17.3,Alienware,Yes,No,128 ,1000
143,Microsoft Surface Go Pentium Gold - (4 GB/64 GB EMMC Storage/Windows 10 Home in S Mode) 1824 2 in 1 La...,Intel Pentium Gold Processor,4 GB DDR3 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD,25.4 cm (10 inch) Touchscreen Display,1 Year Limited Hardware Warranty,38599.0,4,3,Intel,Pentium,0,Windows,1000+512,Both,10.0,Microsoft,No,Yes,512 ,1000
144,HP Pavilion x360 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14-dh0150TU 2 in 1 Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Touchscreen Display,1 Year Onsite Warranty,61990.0,8,4,Intel,i5,8,Windows,1000,HDD,14.0,HP,No,Yes,1 TB HDD,0
145,Apple MacBook Pro Core i5 8th Gen - (8 GB/256 GB SSD/Mac OS Mojave) MUHP2HN/A,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,Mac OS Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,148999.0,8,3,Intel,i5,8,Mac,256,SSD,13.3,HP,No,No,256 ,0
146,HP 15 - dh Core i7 9th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10/8 GB Graphics/NVIDIA Geforce RTX 20...,Intel Core i7 Processor (9th Gen),16 GB DDR4 RAM,Windows 10 Operating System,1 TB HDD|512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Brand Onsite Warranty,179990.0,16,4,Intel,i7,9,Windows,1000+512,Both,15.6,HP,Yes,No,512 ,1000
147,Microsoft Surface Go Pentium Gold - (4 GB/64 GB EMMC Storage/Windows 10 Home in S Mode) 1824 2 in 1 La...,Intel Pentium Gold Processor,4 GB DDR3 RAM,64 bit Windows 10 Operating System,128 GB SSD,25.4 cm (10 inch) Touchscreen Display,1 Year Limited Hardware Warranty,38599.0,4,3,Intel,Pentium,0,Windows,128,SSD,10.0,Microsoft,No,Yes,128 ,0
148,Dell G5 15 SE Ryzen 5 Hexa Core - (8 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/AMD Radeon RX 5600M) ...,AMD Ryzen 5 Hexa Core Processor,8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",74990.0,8,4,AMD,Ryzen 5,0,Windows,512,SSD,15.6,Dell,Yes,No,512 ,0
149,Apple MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,Intel Core i5 Processor (10th Gen),16 GB LPDDR4X RAM,Mac OS Operating System,1 TB SSD,33.02 cm (13 inch) Display,1 Year Limited Hardware Warranty,194900.0,16,4,Intel,i5,10,Mac,1000,SSD,13.0,Apple,No,No,1 ,0
150,Dell G3 Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650) G3 3...,Intel Core i5 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",69990.0,8,4,Intel,i5,9,Windows,512,SSD,15.6,Dell,Yes,No,512 ,0
151,Acer Predator Helios 300 Core i7 8th Gen - (8 GB + 16 GB Optane/2 TB HDD/Windows 10 Home/6 GB Graphics...,Intel Core i7 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),99990.0,8,4,Intel,i7,8,Windows,2000,HDD,15.6,Acer,Yes,No,2 TB HDD,0
152,Acer Swift 3 Athlon Dual Core - (4 GB/1 TB HDD/Windows 10 Home) SF314-41 Thin and Light Laptop,AMD Athlon Dual Core Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,35.56 cm (14 inch) Display,1 Year International Travelers Warranty (ITW),39999.0,4,4,AMD,Athlon,0,Windows,1000,HDD,14.0,Acer,No,No,1 TB HDD,0
153,MSI GL Core i7 7th Gen - (8 GB/1 TB HDD/DOS/2 GB Graphics/NVIDIA Geforce GTX 1050) GL62M 7RDX-1878XIN ...,Intel Core i7 Processor (7th Gen),8 GB DDR4 RAM,DOS Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,2 Years Warranty,79257.0,8,4,Intel,i7,7,DOS,1000,HDD,15.6,MSI,Yes,No,1 TB HDD,0
154,Asus ZenBook 13 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) UX331UAL-EG011T Thin and Light Lap...,Intel Core i5 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,75990.0,8,3,Intel,i5,8,Windows,512,SSD,13.3,Asus,No,No,512 ,0
155,MSI Modern 14 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Modern 14 A10RAS-1069...,Intel Core i7 Processor (10th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Carry In Warranty,79990.0,8,4,Intel,i7,10,Windows,512,SSD,14.0,MSI,Yes,No,512 ,0
156,Acer Swift 7 Core i5 7th Gen - (8 GB/256 GB SSD/Windows 10 Home) SF713-51 Thin and Light Laptop,Intel Core i5 Processor (7th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,33.78 cm (13.3 inch) Display,1 Year International Travelers Warranty (ITW),72990.0,8,3,Intel,i5,7,Windows,256,SSD,13.3,Acer,No,No,256 ,0
157,Alienware 17 Core i7 8th Gen - (16 GB/1 TB HDD/512 GB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce...,Intel Core i7 Processor (8th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD|512 GB SSD,43.94 cm (17.3 inch) Display,1 Year Onsite Warranty,189990.0,16,4,Intel,i7,8,Windows,1000+512,Both,17.3,Alienware,Yes,No,512 ,1000
158,Acer Aspire 3 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) A315-56 Laptop,Intel Core i3 Processor (10th Gen),4 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB HDD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),40831.0,4,4,Intel,i3,10,Windows,1000,HDD,15.6,Acer,No,No,1 TB HDD,0
159,Dell G3 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1050 Ti) G...,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,1 Year Onsite Warranty,78837.0,8,4,Intel,i5,8,Windows,512,SSD,15.6,Dell,Yes,No,512 ,0
160,Dell Inspiron 3000 Core i7 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX...,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,39.62 cm (15.6 inch) Display,"1 Year Limited Hardware Warranty, In Home Service After Remote Diagnosis - Retail",93490.0,8,4,Intel,i7,9,Windows,512,SSD,15.6,Dell,Yes,No,512 ,0
161,MSI Prestige 14 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Prestige 14 A10RAS...,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,35.56 cm (14 inch) Display,1 Year Carry In Warranty,109490.0,16,4,Intel,i7,10,Windows,512,SSD,14.0,MSI,Yes,No,512 ,0
162,Microsoft Surface Pro 6 Core i7 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) 1796 2 in 1 Laptop,Intel Core i7 Processor (8th Gen),8 GB DDR3 RAM,64 bit Windows 10 Operating System,256 GB SSD,31.24 cm (12.3 inch) Touchscreen Display,1 Year Limited Hardware Warranty,135990.0,8,3,Intel,i7,8,Windows,256,SSD,12.3,Microsoft,No,Yes,256 ,0
163,Lenovo Ideapad Slim APU Dual Core A4 - (4 GB/64 GB EMMC Storage/Windows 10 Home) 1-14AST-05 Thin and L...,AMD APU Dual Core A4 Processor,4 GB DDR4 RAM,64 bit Windows 10 Operating System,128 GB SSD,35.56 cm (14 inch) Display,1 Year Onsite Warranty,20990.0,4,4,AMD,APU,0,Windows,128,SSD,14.0,Lenovo,No,No,128 ,0
164,Acer Predator Triton 300 Core i7 9th Gen - (8 GB/2 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVI...,Intel Core i7 Processor (9th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,2 TB HDD|256 GB SSD,39.62 cm (15.6 inch) Display,1 Year International Travelers Warranty (ITW),97990.0,8,4,Intel,i7,9,Windows,2000+256,Both,15.6,Acer,Yes,No,256 ,2000
165,Lenovo Yoga 730 Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) 730-13IKB Thin and Light Laptop,Intel Core i5 Processor (8th Gen),8 GB DDR4 RAM,64 bit Windows 10 Operating System,512 GB SSD,33.78 cm (13.3 inch) Touchscreen Display,1 Year Onsite Warranty,94990.0,8,4,Intel,i5,8,Windows,512,SSD,13.3,Lenovo,No,Yes,512 ,0
166,Asus ZenBook Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home) UX325JA-EG137TS Thin and Light Laptop,Intel Core i7 Processor (10th Gen),16 GB DDR4 RAM,64 bit Windows 10 Operating System,1 TB SSD,33.78 cm (13.3 inch) Display,1 Year Onsite Warranty,99990.0,16,4,Intel,i7,10,Windows,1000,SSD,13.3,Asus,No,No,1 ,0
167,Apple MacBook Pro Core i7 7th Gen - (16 GB/512 GB SSD/Mac OS Sierra/2 GB Graphics) MPTT2HN/A,Intel Core i7 Processor (7th Gen),16 GB DDR3 RAM,64 bit Mac OS Operating System,512 GB SSD,39.12 cm (15.4 inch) Display,1 Year Warranty,229990.0,16,3,Intel,i7,7,Mac,512,SSD,15.4,Apple,Yes,No,512 ,0
